,release_date,release_year,title,genre,prod_method,creative_type,budget,dom_gross,int_gross,world_gross,release_month
960,2019-03-15,2019,Wonder Park,Adventure,Digital Animation,Kids Fiction,100000000,45216793,69899191,115115984,March
961,2019-09-20,2019,Rambo: Last Blood,Action,Live Action,Contemporary Fiction,50000000,44819352,46600000,91419352,September
962,2019-11-08,2019,Playing with Fire,Comedy,Live Action,Contemporary Fiction,0,44451847,16010891,60462738,November
963,2019-11-27,2019,Queen & Slim,Drama,Live Action,Contemporary Fiction,20000000,43808310,4102582,47910892,November
964,2019-11-01,2019,Harriet,Drama,Live Action,Dramatization,17000000,43082155,166219,43248374,November
965,2019-01-11,2019,A Dogâs Way Home,Drama,Live Action,Contemporary Fiction,61000000,41952715,39199790,81152505,January
966,2019-08-13,2019,The Angry Birds Movie 2,Adventure,Digital Animation,Kids Fiction,65000000,41657076,110355696,152012772,August
967,2019-04-12,2019,Little,Comedy,Live Action,Contemporary Fiction,0,40860481,8347436,49207917,April
968,2019-04-17,2019,Breakthrough,Drama,Live Action,Dramatization,14000000,40713082,8518592,49231674,April
969,2019-07-12,2019,Crawl,Horror,Live Action,Contemporary Fiction,17000000,39014193,50994163,90008356,July
970,2019-12-25,2019,Just Mercy,Drama,Live Action,Dramatization,25000000,36001502,14400000,50401502,December
971,2019-05-10,2019,The Hustle,Comedy,Live Action,Contemporary Fiction,21000000,35417038,61992741,97409779,May
972,2019-05-03,2019,The Intruder,Thriller/Suspense,Live Action,Contemporary Fiction,8000000,35388976,5208209,40597185,May
973,2019-11-08,2019,Last Christmas,Romantic Comedy,Live Action,Contemporary Fiction,30000000,35150750,86262879,121413629,November
974,2019-08-23,2019,Overcomer,Drama,Live Action,Contemporary Fiction,5000000,34700142,3402846,38102988,August
975,2019-10-18,2019,Jojo Rabbit,Black Comedy,Live Action,Historical Fiction,14000000,33370906,53697566,87068472,October
976,2019-02-08,2019,Cold Pursuit,Thriller/Suspense,Live Action,Contemporary Fiction,60000000,32138862,30460297,62599159,February
977,2019-12-13,2019,Bombshell,Drama,Live Action,Dramatization,32000000,31762808,27731053,59493861,December
978,2019-11-08,2019,Doctor Sleep,Horror,Live Action,Contemporary Fiction,45000000,31581712,40274527,71856239,November
979,2019-01-16,2019,Dragon Ball Super: Broly,Action,Digital Animation,Fantasy,8500000,30376755,92371000,122747755,January
980,2019-05-03,2019,Long Shot,Romantic Comedy,Live Action,Contemporary Fiction,40000000,30316271,23308153,53624424,May
981,2019-06-21,2019,Childâs Play,Horror,Live Action,Contemporary Fiction,0,29208403,14295990,43504393,June
982,2019-08-21,2019,Ready or Not,Black Comedy,Live Action,Contemporary Fiction,6000000,28714231,28083161,56797392,August
983,2019-11-22,2019,21 Bridges,Thriller/Suspense,Live Action,Contemporary Fiction,33000000,28539757,11473888,40013645,November
984,2019-02-13,2019,Happy Death Day 2U,Thriller/Suspense,Live Action,Contemporary Fiction,9000000,28148130,36538385,64686515,February
985,2019-07-03,2019,Midsommar,Horror,Live Action,Contemporary Fiction,9000000,27426363,19417067,46843430,July
986,2019-12-20,2019,Cats,Musical,Animation/Live Action,Fantasy,100000000,27166770,48407539,75574309,December
987,2019-08-09,2019,The Art of Racing in the Rain,Drama,Live Action,Contemporary Fiction,18000000,26402818,4594209,30997027,August
988,2019-10-25,2019,Countdown,Horror,Live Action,Contemporary Fiction,6500000,25621766,11200023,36821789,October
989,2019-09-27,2019,Judy,Drama,Live Action,Dramatization,0,24319961,19578111,43898072,September
990,2019-02-14,2019,Fighting With My Family,Comedy,Live Action,Dramatization,11000000,22958583,18544506,41503089,February
991,2019-05-17,2019,A Dogâs Journey,Drama,Live Action,Contemporary Fiction,16000000,22782371,54638821,77421192,May
992,2019-05-24,2019,Booksmart,Comedy,Live Action,Contemporary Fiction,6000000,22680962,2268850,24949812,May
993,2019-07-12,2019,Stuber,Comedy,Live Action,Contemporary Fiction,16000000,22370452,7264317,29634769,July
994,2019-12-13,2019,Richard Jewell,Drama,Live Action,Dramatization,45000000,22345542,20755028,43100570,December
995,2019-08-16,2019,47 Meters Down: Uncaged,Thriller/Suspense,Live Action,Contemporary Fiction,12000000,22260900,15728340,37989240,August
996,2019-10-25,2019,Black and Blue,Action,Live Action,Contemporary Fiction,12000000,22012729,667249,22679978,October
997,2019-04-12,2019,Hellboy,Horror,Live Action,Super Hero,50000000,21903748,18882732,40786480,April
998,2019-06-14,2019,Shaft,Comedy,Live Action,Contemporary Fiction,30000000,21360215,0,21360215,June
999,2019-08-09,2019,The Peanut Butter Falcon,Adventure,Live Action,Contemporary Fiction,6200000,20457158,2677090,23134248,August
1000,2020-01-17,2020,Bad Boys For Life,Action,Live Action,Contemporary Fiction,90000000,204417855,220108501,424526356,January
1001,2020-02-14,2020,Sonic The Hedgehog,Adventure,Animation/Live Action,Kids Fiction,90000000,146066470,159062042,305128512,February
1002,2020-02-07,2020,Birds of Prey (And the Fantabulous Em…,Action,Live Action,Super Hero,82000000,84158461,117700000,201858461,February
1003,2020-01-17,2020,Dolittle,Adventure,Animation/Live Action,Fantasy,175000000,77047065,173435798,250482863,January
1004,2020-02-28,2020,The Invisible Man,Horror,Live Action,Science Fiction,7000000,64914050,69860511,134774561,February
1005,2020-02-21,2020,The Call of the Wild,Adventure,Live Action,Historical Fiction,125000000,62342368,45020147,107362515,February
1006,2020-03-06,2020,Onward,Adventure,Digital Animation,Kids Fiction,0,61555145,70671737,132226882,March
1007,2020-09-03,2020,Tenet,Action,Live Action,Science Fiction,224000000,48300000,273880000,322180000,September
1008,2020-01-24,2020,The Gentlemen,Action,Live Action,Contemporary Fiction,22000000,36471796,75407269,111879065,January
1009,2020-02-14,2020,Fantasy Island,Horror,Live Action,Contemporary Fiction,7000000,26441782,26651991,53093773,February
1010,2020-01-10,2020,Like a Boss,Comedy,Live Action,Contemporary Fiction,29000000,22169514,4385281,26554795,January
1011,2020-08-28,2020,The New Mutants,Horror,Live Action,Super Hero,67000000,22154490,21000000,43154490,August
1012,2020-01-03,2020,The Grudge,Horror,Live Action,Contemporary Fiction,10000000,21216148,28287117,49503265,January
1013,2020-02-14,2020,The Photograph,Drama,Live Action,Contemporary Fiction,15000000,20578185,126196,20704381,February
1014,2020-08-14,2020,Unhinged,Thriller/Suspense,Live Action,Contemporary Fiction,33000000,19515756,11570947,31086703,August
1015,2020-01-10,2020,Underwater,Thriller/Suspense,Live Action,Science Fiction,65000000,17291078,21903186,39194264,January
1016,2020-01-24,2020,The Turning,Horror,Live Action,Contemporary Fiction,12000000,15472775,3000000,18472775,January
1017,2020-01-31,2020,Gretel & Hansel,Horror,Live Action,Historical Fiction,5000000,15347654,6113706,21461360,January
1018,2020-03-06,2020,The Way Back,Drama,Live Action,Contemporary Fiction,23000000,13590514,972895,14563409,March
1019,2020-02-26,2020,Boku no HÄ«rÅ Akademia The Movie HÄ«…,Adventure,Digital Animation,Super Hero,0,13553826,16332524,29886350,February
1020,2020-02-21,2020,Brahms: The Boy II,Horror,Live Action,Contemporary Fiction,10000000,12611536,6364941,18976477,February
1021,2020-02-21,2020,Impractical Jokers: The Movie,Comedy,Live Action,Contemporary Fiction,0,10466091,0,10466091,February
1022,2020-03-13,2020,I Still Believe,Drama,Live Action,Dramatization,0,10410004,5532882,15942886,March
1023,2020-02-21,2020,Emma.,Drama,Live Action,Historical Fiction,0,10055355,15609944,25665299,February
1024,2020-03-13,2020,Bloodshot,Action,Live Action,Super Hero,0,10021787,27295502,37317289,March
1025,2020-02-14,2020,Downhill,Drama,Live Action,Contemporary Fiction,0,8287061,640113,8927174,February
1026,2020-01-15,2020,Tenki no Ko,Drama,Digital Animation,Contemporary Fiction,0,7798703,182409466,190208169,January
1027,2020-03-13,2020,The Hunt,Thriller/Suspense,Live Action,Contemporary Fiction,18200000,5812500,9880858,15693358,March
1028,2020-01-31,2020,The Rhythm Section,Thriller/Suspense,Live Action,Contemporary Fiction,50000000,5437971,545072,5983043,January
1029,2020-08-14,2020,The SpongeBob Movie: Sponge on the Run,Adventure,Digital Animation,Kids Fiction,0,4664864,0,4664864,August
1030,2020-10-09,2020,The War with Grandpa,Comedy,Live Action,Contemporary Fiction,0,4355451,1871344,6226795,October
1031,2020-09-11,2020,The Broken Hearts Gallery,Romantic Comedy,Live Action,Contemporary Fiction,0,3971021,664967,4635988,September
1032,2020-09-18,2020,Infidel,Thriller/Suspense,Live Action,Contemporary Fiction,0,3865772,0,3865772,September
1033,2020-02-14,2020,Portrait de la jeune fille en feu,Drama,Live Action,Historical Fiction,5360529,3759854,5541677,9301531,February
1034,2020-08-28,2020,Bill & Ted Face the Music,Comedy,Live Action,Science Fiction,25000000,3426823,2556782,5983605,August
1035,2020-01-29,2020,2020 Oscar Shorts,Multiple Genres,Multiple Production Methods,Multiple Creative Types,0,3304748,0,3304748,January
1036,2020-02-21,2020,Las Pildoras De Mi Novio,Romantic Comedy,Live Action,Contemporary Fiction,0,2971116,3311685,6282801,February
1037,2020-01-24,2020,The Last Full Measure,Drama,Live Action,Dramatization,20000000,2949212,371899,3321111,January
1038,2020-08-21,2020,Words on Bathroom Walls,Drama,Live Action,Contemporary Fiction,9300000,2504744,0,2504744,August
1039,2020-02-07,2020,The Lodge,Horror,Live Action,Contemporary Fiction,0,2138907,951806,3090713,February
1040,2020-08-28,2020,The Personal History of David Copperf…,Drama,Live Action,Dramatization,15600000,1867553,10518623,12386176,August
1041,2020-05-01,2020,The Wretched,Horror,Live Action,Contemporary Fiction,66000,1815440,2007758,3823198,May
1042,2020-07-24,2020,The Rental,Thriller/Suspense,Live Action,Contemporary Fiction,0,1637503,463991,2101494,July
1043,2020-09-11,2020,After We Collided,Drama,Live Action,Contemporary Fiction,0,1199425,34518105,35717530,September
1044,2020-08-07,2020,Ban-do,Horror,Live Action,Science Fiction,16000000,1186266,31657673,32843939,August
1045,2020-02-29,2020,Met Opera â Agrippina,Concert/Performance,Live Action,Historical Fiction,0,1150000,292512,1442512,February
1046,2020-01-31,2020,The Assistant,Drama,Live Action,Contemporary Fiction,1780000,1100310,240093,1340403,January
1047,2020-07-03,2020,Relic,Thriller/Suspense,Live Action,Contemporary Fiction,0,1047083,407611,1454694,July
1048,2020-06-05,2020,Becky,Thriller/Suspense,Live Action,Contemporary Fiction,0,1002852,60371,1063223,June
1049,2020-09-24,2020,Beureikeu deo sa illeonseu,Documentary,Live Action,Factual,0,1000000,9531652,10531652,September
1050,2020-08-07,2020,The Tax Collector,Action,Live Action,Contemporary Fiction,30000000,942666,0,942666,August
1051,2020-01-11,2020,Met Opera: Wozzeck,Concert/Performance,Live Action,Historical Fiction,0,863000,166603,1029603,January
1052,2020-07-31,2020,Cut Throat City,Drama,Live Action,Historical Fiction,8000000,832432,8903,841335,July
1053,2020-01-10,2020,Sarileru Neekevvaru,Action,Live Action,Contemporary Fiction,0,821000,359409,1180409,January
1054,2020-01-24,2020,Color Out of Space,Horror,Live Action,Science Fiction,0,765561,302086,1067647,January
1055,2020-09-25,2020,Shortcut,Horror,Live Action,Science Fiction,0,758223,0,758223,September
1056,2020-03-06,2020,Baaghi 3,Action,Live Action,Contemporary Fiction,0,721439,572100,1293539,March
1057,2020-09-25,2020,The Last Shift,Comedy,Live Action,Contemporary Fiction,0,615261,0,615261,September
1058,2020-01-10,2020,Chhapaak,Drama,Live Action,Dramatization,0,604334,318323,922657,January
1059,2020-01-24,2020,Panga,Drama,Live Action,Contemporary Fiction,0,582720,143345,726065,January
1060,2020-06-19,2020,Followed,Horror,Live Action,Contemporary Fiction,0,538179,0,538179,June
1061,2020-10-02,2020,Possessor,Thriller/Suspense,Live Action,Science Fiction,0,536433,0,536433,October
1062,2020-07-24,2020,The Big Ugly,Action,Live Action,Contemporary Fiction,0,514107,1292,515399,July
1063,2020-09-25,2020,Kajillionaire,Drama,Live Action,Contemporary Fiction,0,502775,113389,616164,September
1064,2020-02-21,2020,CatVideoFest,Documentary,Live Action,Multiple Creative Types,0,478775,35370,514145,February
1065,2020-09-18,2020,Alone,Thriller/Suspense,Live Action,Contemporary Fiction,0,464979,27025,492004,September
1066,2020-02-21,2020,Once Were Brothers: Robbie Robertson …,Documentary,Live Action,Factual,0,449561,107388,556949,February
1067,2020-02-21,2020,Seberg,Thriller/Suspense,Live Action,Dramatization,8000000,448009,404093,852102,February
1068,2020-06-12,2020,Infamous,Action,Live Action,Contemporary Fiction,0,429148,0,429148,June
1069,2020-09-25,2020,Ava,Action,Live Action,Contemporary Fiction,0,422550,1721097,2143647,September
1070,2020-08-21,2020,Tulsa,Comedy,Live Action,Contemporary Fiction,0,380466,0,380466,August
1071,2020-02-28,2020,Greed,Comedy,Live Action,Contemporary Fiction,0,355308,1062148,1417456,February
1072,2020-02-19,2020,"Kimi to, nami ni noretara",Comedy,Digital Animation,Contemporary Fiction,0,332432,3669430,4001862,February
1073,2020-01-10,2020,Les misÃ©rables,Drama,Live Action,Dramatization,0,330181,18464132,18794313,January
1074,2020-02-14,2020,Ordinary Love,Drama,Live Action,Contemporary Fiction,0,323688,376138,699826,February
1075,2020-01-31,2020,Il Traditore,Drama,Live Action,Dramatization,0,296027,8611023,8907050,January
1076,2020-10-02,2020,The Call,Horror,Live Action,Contemporary Fiction,0,291594,0,291594,October
1077,2020-01-31,2020,Created Equal: Clarence Thomas in His…,Documentary,Live Action,Factual,0,282149,0,282149,January
1078,2020-10-02,2020,Save Yourselves!,Comedy,Live Action,Science Fiction,0,269061,0,269061,October
1079,2020-02-14,2020,"Mafia, Inc.",Drama,Live Action,Contemporary Fiction,0,264552,0,264552,February
1080,2020-09-16,2020,The Secrets We Keep,Thriller/Suspense,Live Action,Historical Fiction,0,231119,22036,253155,September
1081,2020-10-08,2020,Yellow Rose,Drama,Live Action,Contemporary Fiction,0,210866,0,210866,October
1082,2020-01-29,2020,Dylda,Drama,Live Action,Historical Fiction,0,196258,1333549,1529807,January
1083,2020-02-12,2020,The Doors: Break on Thru â A Celebr…,Documentary,Live Action,Factual,0,186920,0,186920,February
1084,2020-10-01,2020,Jiang Ziya,Adventure,Digital Animation,Kids Fiction,0,179320,219756184,219935504,October
1085,2020-02-07,2020,And Then We Danced,Drama,Live Action,Contemporary Fiction,0,177262,403039,580301,February
1086,2020-03-06,2020,Extra Ordinary,Horror,Live Action,Contemporary Fiction,0,164346,59367,223713,March
1087,2020-09-18,2020,Follow Me,Horror,Live Action,Contemporary Fiction,0,149458,2676027,2825485,September
1088,2020-03-06,2020,The Burnt Orange Heresy,Thriller/Suspense,Live Action,Contemporary Fiction,0,144201,356029,500230,March
1089,2020-02-28,2020,Wendy,Drama,Live Action,Fantasy,0,143518,29590,173108,February
1090,2020-01-31,2020,Incitement,Thriller/Suspense,Live Action,Dramatization,0,140306,0,140306,January
1091,2020-07-10,2020,Archive,Drama,Live Action,Science Fiction,0,139593,85235,224828,July
1092,2020-02-28,2020,Burden,Drama,Live Action,Dramatization,0,139270,300609,439879,February
1093,2020-03-06,2020,Beneath Us,Horror,Live Action,Contemporary Fiction,0,137260,0,137260,March
1094,2020-09-18,2020,The Nest,Drama,Live Action,Historical Fiction,0,136585,230077,366662,September
1095,2020-02-14,2020,The Times of Bill Cunningham,Documentary,Live Action,Factual,0,134288,0,134288,February
1096,2020-02-28,2020,Saint Frances,Multiple Genres,Live Action,Contemporary Fiction,0,127275,14923,142198,February
1097,2020-02-14,2020,Corpus Christi,Drama,Live Action,Contemporary Fiction,0,127240,8803400,8930640,February
1098,2020-10-09,2020,The Wolf of Snow Hollow,Horror,Live Action,Contemporary Fiction,0,116967,0,116967,October
1099,2020-01-24,2020,Namsaneui Bujangdeul,Thriller/Suspense,Live Action,Contemporary Fiction,0,113527,34843440,34956967,January
